"Name","Activity type","Description"
"08/28/2012 9:58pm","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)","Battery level (%)"
"1","126","37.397669","-121.935533","-29.79345703125","243.73611450195313","6","12.6315","2012-08-29T05:01:54.000Z",,,,
"1","127","37.397637","-121.935619","-30.769731521606445","243.96165466308594","6","10.9469","2012-08-29T05:01:55.000Z",,,,
"1","128","37.397612","-121.935694","-32.003875732421875","244.55015563964844","8","8.8326","2012-08-29T05:01:56.000Z",,,,
"1","129","37.397589","-121.935759","-33.000797271728516","244.47679138183594","8","7.6081","2012-08-29T05:01:56.999Z",,,,
"1","130","37.397568","-121.935819","-34.08827590942383","244.04417419433594","8","6.0603","2012-08-29T05:01:57.999Z",,,,
"1","131","37.397534","-121.935901","-35.24991989135742","244.4527130126953","6","4.436","2012-08-29T05:01:59.999Z",,,,
"1","132","37.397503","-121.93598","-35.13724899291992","244.45962524414063","6","4.7003","2012-08-29T05:02:01.999Z",,,,
"1","133","37.397478","-121.936042","-35.27024459838867","244.84715270996094","6","6.2396","2012-08-29T05:02:02.999Z",,,,
"1","134","37.397454","-121.936107","-35.4569091796875","244.42405700683594","6","6.802","2012-08-29T05:02:03.999Z",,,,
"1","135","37.39742","-121.9362","-35.714256286621094","244.3744659423828","6","8.3122","2012-08-29T05:02:04.999Z",,,,
"1","136","37.397379","-121.936311","-35.946128845214844","244.34228515625","6","9.6697","2012-08-29T05:02:05.999Z",,,,
"1","137","37.397332","-121.936436","-36.196632385253906","244.38604736328125","6","11.0256","2012-08-29T05:02:06.999Z",,,,
"1","138","37.397286","-121.936562","-36.48337173461914","244.7298583984375","6","11.3405","2012-08-29T05:02:07.999Z",,,,
"1","139","37.397233","-121.936702","-36.944332122802734","245.2134552001953","6","12.07","2012-08-29T05:02:08.999Z",,,,
"1","140","37.397173","-121.936863","-36.44313049316406","245.50244140625","6","13.6194","2012-08-29T05:02:09.999Z",,,,
"1","141","37.397118","-121.937013","-35.631797790527344","245.98614501953125","4","13.6435","2012-08-29T05:02:10.999Z",,,,
"1","142","37.39706","-121.937172","-34.60696029663086","245.55650329589844","4","14.7867","2012-08-29T05:02:11.999Z",,,,
"1","143","37.396999","-121.937327","-33.7703971862793","244.78179931640625","6","14.946","2012-08-29T05:02:12.999Z",,,,
"1","144","37.396929","-121.937498","-32.95071029663086","245.2122039794922","8","15.9363","2012-08-29T05:02:13.999Z",,,,
"1","145","37.396858","-121.937681","-32.488651275634766","244.96554565429688","6","16.4581","2012-08-29T05:02:14.999Z",,,,
"1","146","37.396786","-121.93787","-32.7917594909668","244.2882843017578","6","17.2352","2012-08-29T05:02:15.999Z",,,,
"1","147","37.396712","-121.938063","-32.85450744628906","244.54214477539063","6","17.6392","2012-08-29T05:02:16.999Z",,,,
"1","148","37.396634","-121.938267","-32.814273834228516","245.33206176757813","6","19.0956","2012-08-29T05:02:17.999Z",,,,
"1","149","37.396559","-121.938464","-32.61630630493164","244.4796600341797","8","19.3253","2012-08-29T05:02:18.999Z",,,,
"1","150","37.396484","-121.938666","-32.63595962524414","244.2953338623047","8","19.5608","2012-08-29T05:02:19.999Z",,,,
"1","151","37.396407","-121.938871","-32.68539810180664","244.54966735839844","6","19.5143","2012-08-29T05:02:20.999Z",,,,
"1","152","37.396329","-121.939081","-32.892208099365234","244.21173095703125","6","20.1216","2012-08-29T05:02:21.999Z",,,,
"1","153","37.396244","-121.939294","-32.74305725097656","243.4930419921875","6","20.6614","2012-08-29T05:02:22.999Z",,,,
"1","154","37.396159","-121.939509","-32.32197570800781","243.93887329101563","8","21.0072","2012-08-29T05:02:23.999Z",,,,
"1","155","37.396071","-121.93973","-32.057621002197266","244.3617401123047","8","20.8924","2012-08-29T05:02:24.999Z",,,,
"1","156","37.395984","-121.939956","-31.902355194091797","243.9896697998047","8","21.112","2012-08-29T05:02:25.999Z",,,,
"1","157","37.395901","-121.940179","-31.758621215820313","244.4246826171875","8","21.1906","2012-08-29T05:02:26.999Z",,,,
"1","158","37.395822","-121.940399","-31.68789291381836","244.69300842285156","8","21.5636","2012-08-29T05:02:27.999Z",,,,
"1","159","37.395735","-121.940629","-31.52721405029297","244.35618591308594","8","21.2727","2012-08-29T05:02:28.999Z",,,,
"1","160","37.395652","-121.940849","-30.977811813354492","244.95458984375","8","21.2357","2012-08-29T05:02:29.999Z",,,,
"1","161","37.395571","-121.941058","-30.229595184326172","244.76258850097656","8","21.0365","2012-08-29T05:02:30.999Z",,,,
"1","162","37.395488","-121.941276","-29.926319122314453","245.35072326660156","6","20.8874","2012-08-29T05:02:31.999Z",,,,
"1","163","37.395406","-121.941496","-30.218358993530273","245.5852813720703","6","21.0176","2012-08-29T05:02:32.999Z",,,,
"1","164","37.395325","-121.941711","-30.936683654785156","244.6748046875","8","21.0176","2012-08-29T05:02:33.999Z",,,,
"1","165","37.395246","-121.941929","-31.447616577148438","244.68417358398438","8","22.3167","2012-08-29T05:02:34.999Z",,,,
"1","166","37.395172","-121.942134","-31.688331604003906","246.21409606933594","8","21.0512","2012-08-29T05:02:35.999Z",,,,
"1","167","37.395113","-121.942325","-31.632902145385742","245.26246643066406","6","20.2151","2012-08-29T05:02:36.999Z",,,,
"1","168","37.395046","-121.942528","-31.717920303344727","245.83453369140625","6","19.9191","2012-08-29T05:02:37.999Z",,,,
"1","169","37.394977","-121.942727","-31.678836822509766","245.25962829589844","6","19.9671","2012-08-29T05:02:38.999Z",,,,
"1","170","37.394903","-121.942928","-31.892229080200195","244.2374267578125","6","19.9936","2012-08-29T05:02:39.999Z",,,,
"1","171","37.394822","-121.943131","-32.47130584716797","243.36598205566406","6","20.066","2012-08-29T05:02:40.999Z",,,,
"1","172","37.394739","-121.943332","-32.87090301513672","242.67840576171875","6","20.1577","2012-08-29T05:02:41.999Z",,,,
"1","173","37.394658","-121.943542","-33.47808074951172","241.8122100830078","6","20.1805","2012-08-29T05:02:42.999Z",,,,
"1","174","37.394566","-121.943765","-34.08867645263672","241.74185180664063","6","20.3293","2012-08-29T05:02:43.999Z",,,,
"1","175","37.394472","-121.943986","-34.673580169677734","241.84661865234375","6","20.3905","2012-08-29T05:02:44.999Z",,,,
"1","176","37.39438","-121.944196","-35.46445083618164","241.52200317382813","6","20.5625","2012-08-29T05:02:45.999Z",,,,
"1","177","37.394288","-121.944394","-35.72730255126953","241.6939239501953","6","20.5425","2012-08-29T05:02:46.999Z",,,,
"1","178","37.394193","-121.944596","-35.73465347290039","241.9751434326172","6","20.4994","2012-08-29T05:02:47.999Z",,,,
"1","179","37.394104","-121.944804","-35.2886848449707","244.0076904296875","6","21.7643","2012-08-29T05:02:48.999Z",,,,
"1","180","37.394025","-121.945006","-34.24592971801758","244.31051635742188","8","20.3409","2012-08-29T05:02:49.999Z",,,,
"1","181","37.393947","-121.945195","-33.45135498046875","243.0952911376953","8","20.0395","2012-08-29T05:02:50.999Z",,,,
"1","182","37.393862","-121.945382","-33.130645751953125","239.65203857421875","8","19.7017","2012-08-29T05:02:51.999Z",,,,
"1","183","37.393777","-121.945563","-32.567867279052734","241.51889038085938","6","19.5224","2012-08-29T05:02:52.999Z",,,,
"1","184","37.393697","-121.945747","-31.908740997314453","242.16888427734375","6","19.2744","2012-08-29T05:02:53.999Z",,,,
"1","185","37.393621","-121.945924","-31.411314010620117","242.53359985351563","6","18.7578","2012-08-29T05:02:54.999Z",,,,
"1","186","37.393541","-121.946103","-30.66660499572754","242.08509826660156","6","18.7135","2012-08-29T05:02:55.999Z",,,,
"1","187","37.393462","-121.946286","-30.018146514892578","242.2716827392578","6","18.6973","2012-08-29T05:02:56.999Z",,,,
"1","188","37.393383","-121.946468","-29.634275436401367","242.9328155517578","6","18.936","2012-08-29T05:02:57.999Z",,,,
"1","189","37.393312","-121.946637","-29.116071701049805","243.90618896484375","6","17.7932","2012-08-29T05:02:58.999Z",,,,
"1","190","37.393246","-121.946778","-29.001955032348633","243.5303497314453","8","14.8385","2012-08-29T05:02:59.999Z",,,,
"1","191","37.393198","-121.946894","-29.29920196533203","242.3866729736328","8","12.0389","2012-08-29T05:03:00.999Z",,,,
"1","192","37.393161","-121.946973","-29.884565353393555","241.97344970703125","8","8.9094","2012-08-29T05:03:01.999Z",,,,
"1","193","37.393118","-121.947031","-28.810087203979492","239.67469787597656","6","4.3883","2012-08-29T05:04:00.999Z",,,,
"1","194","37.393084","-121.947105","-28.25865364074707","240.17991638183594","4","6.1951","2012-08-29T05:04:01.999Z",,,,
"1","195","37.393044","-121.947195","-27.93388557434082","240.60679626464844","4","7.3363","2012-08-29T05:04:02.999Z",,,,
"1","196","37.392995","-121.94731","-27.532930374145508","241.16160583496094","4","9.0756","2012-08-29T05:04:03.999Z",,,,
"1","197","37.392946","-121.947424","-27.71956443786621","241.3558349609375","4","9.5994","2012-08-29T05:04:04.999Z",,,,
"1","198","37.392895","-121.947544","-27.41026496887207","240.83132934570313","6","10.6697","2012-08-29T05:04:05.999Z",,,,
"1","199","37.392836","-121.947684","-27.368915557861328","240.9456787109375","4","13.041","2012-08-29T05:04:06.999Z",,,,
"1","200","37.392772","-121.947834","-27.47334098815918","240.73422241210938","4","14.1943","2012-08-29T05:04:07.999Z",,,,
"1","201","37.392704","-121.947992","-27.46902847290039","240.3589630126953","6","15.3132","2012-08-29T05:04:08.999Z",,,,
"1","202","37.392627","-121.948155","-27.54940414428711","239.25857543945313","4","16.165","2012-08-29T05:04:09.999Z",,,,
"1","203","37.39254","-121.948328","-27.324737548828125","237.90628051757813","4","17.0819","2012-08-29T05:04:10.999Z",,,,
"1","204","37.39245","-121.948505","-27.08534049987793","237.6641387939453","4","17.544","2012-08-29T05:04:11.999Z",,,,
"1","205","37.392352","-121.948685","-26.63534927368164","236.94264221191406","4","18.304","2012-08-29T05:04:12.999Z",,,,
"1","206","37.392253","-121.948865","-26.2641544342041","236.37286376953125","4","18.9269","2012-08-29T05:04:13.999Z",,,,
"1","207","37.392152","-121.949052","-26.046630859375","236.2517852783203","4","19.4329","2012-08-29T05:04:14.999Z",,,,
"1","208","37.392046","-121.949247","-25.78862953186035","236.1761932373047","4","20.2207","2012-08-29T05:04:15.999Z",,,,
"1","209","37.391942","-121.949442","-25.59990692138672","236.09217834472656","4","20.2743","2012-08-29T05:04:16.999Z",,,,
"1","210","37.391836","-121.94965","-25.134918212890625","236.5168914794922","4","21.009","2012-08-29T05:04:17.999Z",,,,
"1","211","37.391732","-121.949854","-24.659982681274414","236.7611846923828","4","21.2778","2012-08-29T05:04:18.999Z",,,,
"1","212","37.391618","-121.950064","-24.044233322143555","237.16409301757813","4","21.6883","2012-08-29T05:04:19.999Z",,,,
"1","213","37.391509","-121.950272","-23.502052307128906","237.4589080810547","4","21.8165","2012-08-29T05:04:20.999Z",,,,
"1","214","37.391402","-121.95049","-23.038599014282227","237.71875","4","22.1901","2012-08-29T05:04:21.999Z",,,,
"1","215","37.391297","-121.950705","-22.763315200805664","238.11814880371094","4","22.5838","2012-08-29T05:04:22.999Z",,,,
"1","216","37.391189","-121.95093","-22.700895309448242","238.46319580078125","4","23.0454","2012-08-29T05:04:23.999Z",,,,
"1","217","37.39108","-121.951159","-22.704299926757813","238.7517547607422","4","23.2889","2012-08-29T05:04:24.999Z",,,,
"1","218","37.390973","-121.951396","-22.78582191467285","239.41888427734375","4","23.4863","2012-08-29T05:04:25.999Z",,,,
"1","219","37.390869","-121.951626","-22.981258392333984","239.6833038330078","4","23.3726","2012-08-29T05:04:26.999Z",,,,
"1","220","37.390766","-121.951867","-23.075319290161133","240.5888214111328","4","23.9632","2012-08-29T05:04:27.999Z",,,,
"1","221","37.390664","-121.952111","-23.315025329589844","241.23291015625","4","24.0292","2012-08-29T05:04:28.999Z",,,,
"1","222","37.390563","-121.952364","-23.4864559173584","241.78176879882813","4","24.4711","2012-08-29T05:04:29.999Z",,,,
"1","223","37.390459","-121.95262","-23.255199432373047","242.19410705566406","4","24.6707","2012-08-29T05:04:30.999Z",,,,
"1","224","37.390352","-121.952883","-22.82743263244629","242.485107421875","4","24.7594","2012-08-29T05:04:31.999Z",,,,
"1","225","37.390249","-121.953138","-22.212390899658203","242.7283477783203","4","24.7336","2012-08-29T05:04:32.999Z",,,,
"1","226","37.39015","-121.953388","-21.59634017944336","243.12208557128906","4","24.7319","2012-08-29T05:04:33.999Z",,,,
"1","227","37.390056","-121.953636","-20.879735946655273","243.54058837890625","4","24.693","2012-08-29T05:04:34.999Z",,,,
