"Name","Activity type","Description"
"10/03/2012 8:29pm","",""

"Segment","Point","Latitude (deg)","Longitude (deg)","Altitude (m)","Bearing (deg)","Accuracy (m)","Speed (m/s)","Time","Power (W)","Cadence (rpm)","Heart rate (bpm)","Battery level (%)"
"1","1","37.297456","-121.913833","19.043094635009766","0.0","6","0","2012-10-04T03:31:00.000Z","","","",""
"1","2","37.29746","-121.913779","19.1035099029541","0.0","6","0.3745","2012-10-04T03:31:23.000Z","","","",""
"1","3","37.297468","-121.913768","19.190290451049805","0.0","12","0.5309","2012-10-04T03:31:24.000Z","","","",""
"1","4","37.297493","-121.913736","19.320072174072266","65.8012924194336","4","1.0382","2012-10-04T03:31:26.000Z","","","",""
"1","5","37.297501","-121.913719","19.331104278564453","64.98712158203125","6","1.1364","2012-10-04T03:31:27.000Z","","","",""
"1","6","37.297512","-121.913691","19.201696395874023","75.21849822998047","6","1.1022","2012-10-04T03:31:30.000Z","","","",""
"1","7","37.297518","-121.913655","19.162864685058594","78.09027099609375","4","1.6016","2012-10-04T03:31:31.000Z","","","",""
"1","8","37.297534","-121.913606","18.923551559448242","69.03189086914063","6","1.9211","2012-10-04T03:31:32.000Z","","","",""
"1","9","37.297563","-121.913569","18.499048233032227","46.94544219970703","6","2.2777","2012-10-04T03:31:33.000Z","","","",""
"1","10","37.297622","-121.91354","17.941457748413086","20.99584197998047","6","2.7137","2012-10-04T03:31:34.000Z","","","",""
"1","11","37.297687","-121.913534","17.542102813720703","5.918914318084717","6","3.2024","2012-10-04T03:31:35.000Z","","","",""
"1","12","37.297785","-121.913537","17.082416534423828","358.56689453125","6","3.7904","2012-10-04T03:31:36.000Z","","","",""
"1","13","37.297873","-121.913534","16.600915908813477","0.28235575556755066","6","9.3347","2012-10-04T03:31:37.000Z","","","",""
"1","14","37.297956","-121.913534","16.144006729125977","359.7662048339844","6","10.4279","2012-10-04T03:31:38.000Z","","","",""
"1","15","37.298061","-121.913535","15.649672508239746","359.421875","6","11.1921","2012-10-04T03:31:39.000Z","","","",""
"1","16","37.298176","-121.913537","14.997159957885742","358.739501953125","6","11.0692","2012-10-04T03:31:40.000Z","","","",""
"1","17","37.298299","-121.913539","14.543501853942871","358.28076171875","6","12.3109","2012-10-04T03:31:41.000Z","","","",""
"1","18","37.298416","-121.913541","14.382162094116211","358.3807067871094","6","13.404","2012-10-04T03:31:42.000Z","","","",""
"1","19","37.298535","-121.913542","14.243633270263672","357.802734375","6","13.6037","2012-10-04T03:31:43.000Z","","","",""
"1","20","37.298666","-121.913548","14.05789852142334","357.4894714355469","6","13.952","2012-10-04T03:31:44.000Z","","","",""
"1","21","37.298804","-121.913556","13.861796379089355","357.8870849609375","6","14.5264","2012-10-04T03:31:45.000Z","","","",""
"1","22","37.298951","-121.913563","13.534530639648438","358.3697814941406","6","15.0693","2012-10-04T03:31:46.000Z","","","",""
"1","23","37.299093","-121.913566","13.570337295532227","359.0846862792969","6","15.2619","2012-10-04T03:31:47.000Z","","","",""
"1","24","37.29924","-121.913569","13.935188293457031","359.8387451171875","6","15.9051","2012-10-04T03:31:48.000Z","","","",""
"1","25","37.299389","-121.913569","14.182364463806152","0.007270870264619589","6","16.0098","2012-10-04T03:31:49.000Z","","","",""
"1","26","37.299539","-121.913568","14.08281421661377","0.27151766419410706","6","15.9722","2012-10-04T03:31:50.000Z","","","",""
"1","27","37.299677","-121.913568","13.901021957397461","359.9395751953125","6","15.635","2012-10-04T03:31:51.000Z","","","",""
"1","28","37.299821","-121.913568","13.584593772888184","359.5252380371094","6","15.3809","2012-10-04T03:31:52.000Z","","","",""
"1","29","37.299967","-121.91357","13.257428169250488","359.32415771484375","6","15.3775","2012-10-04T03:31:53.000Z","","","",""
"1","30","37.300111","-121.913571","12.933989524841309","359.6001281738281","6","15.4358","2012-10-04T03:31:54.000Z","","","",""
"1","31","37.300254","-121.913573","12.743354797363281","359.5081481933594","6","15.5478","2012-10-04T03:31:55.000Z","","","",""
"1","32","37.300397","-121.913575","12.7772855758667","359.6031799316406","4","15.9474","2012-10-04T03:31:56.000Z","","","",""
"1","33","37.300541","-121.913576","12.815024375915527","359.9848937988281","4","15.8988","2012-10-04T03:31:57.000Z","","","",""
"1","34","37.300689","-121.913574","12.833240509033203","0.36228933930397034","4","16.0072","2012-10-04T03:31:58.000Z","","","",""
"1","35","37.300835","-121.913573","13.002150535583496","0.10269149392843246","4","15.952","2012-10-04T03:31:59.000Z","","","",""
"1","36","37.300984","-121.913575","13.001072883605957","359.2217712402344","4","16.2992","2012-10-04T03:32:00.000Z","","","",""
"1","37","37.301136","-121.913579","12.894857406616211","359.4551696777344","6","16.3387","2012-10-04T03:32:01.000Z","","","",""
"1","38","37.301284","-121.913581","12.759628295898438","359.4208984375","6","16.4354","2012-10-04T03:32:02.000Z","","","",""
"1","39","37.301431","-121.913582","12.69840145111084","359.6131896972656","6","16.5965","2012-10-04T03:32:03.000Z","","","",""
"1","40","37.30158","-121.913582","12.710236549377441","359.7405700683594","6","16.6573","2012-10-04T03:32:04.000Z","","","",""
"1","41","37.30173","-121.91358","12.731218338012695","0.001658995752222836","6","16.6715","2012-10-04T03:32:05.000Z","","","",""
"1","42","37.301882","-121.913579","12.810298919677734","0.10250449180603027","6","16.7687","2012-10-04T03:32:06.000Z","","","",""
"1","43","37.302035","-121.913578","12.572586059570313","359.8472900390625","6","16.8331","2012-10-04T03:32:07.000Z","","","",""
"1","44","37.302187","-121.913578","12.231738090515137","359.64276123046875","6","16.6773","2012-10-04T03:32:08.000Z","","","",""
"1","45","37.302335","-121.913579","11.819777488708496","359.78997802734375","4","16.3027","2012-10-04T03:32:09.000Z","","","",""
"1","46","37.30248","-121.91358","11.541711807250977","359.1884765625","4","15.9893","2012-10-04T03:32:10.000Z","","","",""
"1","47","37.302623","-121.91358","11.082498550415039","359.0724792480469","4","15.7165","2012-10-04T03:32:11.000Z","","","",""
"1","48","37.302761","-121.913581","10.589221000671387","359.1427307128906","4","15.4377","2012-10-04T03:32:12.000Z","","","",""
"1","49","37.302894","-121.91358","10.051392555236816","359.42071533203125","6","14.842","2012-10-04T03:32:13.000Z","","","",""
"1","50","37.303025","-121.91358","9.507898330688477","359.4868469238281","6","14.7735","2012-10-04T03:32:14.000Z","","","",""
"1","51","37.303146","-121.913583","9.153570175170898","359.4548034667969","6","13.4066","2012-10-04T03:32:15.000Z","","","",""
"1","52","37.303258","-121.913585","8.896308898925781","359.20880126953125","6","12.4228","2012-10-04T03:32:16.000Z","","","",""
"1","53","37.303359","-121.913586","8.502042770385742","359.6271667480469","4","11.1636","2012-10-04T03:32:17.000Z","","","",""
"1","54","37.30345","-121.913585","8.259245872497559","359.7965087890625","4","9.9826","2012-10-04T03:32:18.000Z","","","",""
"1","55","37.303527","-121.913587","8.247282028198242","358.6239013671875","4","8.4435","2012-10-04T03:32:19.000Z","","","",""
"1","56","37.303589","-121.913589","8.33144760131836","357.9763488769531","4","6.8741","2012-10-04T03:32:20.000Z","","","",""
"1","57","37.303639","-121.91359","8.618929862976074","358.60369873046875","4","5.6045","2012-10-04T03:32:21.000Z","","","",""
"1","58","37.303678","-121.913593","8.940007209777832","358.1748352050781","4","4.405","2012-10-04T03:32:22.000Z","","","",""
"1","59","37.303701","-121.913593","8.960033416748047","359.0091857910156","4","2.4096","2012-10-04T03:32:23.000Z","","","",""
"1","60","37.303731","-121.9136","9.006637573242188","354.4310607910156","4","2.208","2012-10-04T03:32:25.000Z","","","",""
"1","61","37.303765","-121.913604","9.056636810302734","356.07080078125","4","3.8854","2012-10-04T03:32:26.000Z","","","",""
"1","62","37.303814","-121.913603","9.429308891296387","359.0765380859375","4","5.3832","2012-10-04T03:32:27.000Z","","","",""
"1","63","37.303878","-121.913604","9.540399551391602","358.36383056640625","4","6.8442","2012-10-04T03:32:28.000Z","","","",""
"1","64","37.303954","-121.913606","9.548307418823242","357.7624206542969","6","8.1177","2012-10-04T03:32:29.000Z","","","",""
"1","65","37.304046","-121.913609","9.485326766967773","357.6367492675781","6","9.9154","2012-10-04T03:32:30.000Z","","","",""
"1","66","37.304153","-121.913614","9.451560974121094","357.4640808105469","4","11.6586","2012-10-04T03:32:31.000Z","","","",""
"1","67","37.304274","-121.913613","9.3504056930542","359.50390625","4","13.0374","2012-10-04T03:32:32.000Z","","","",""
"1","68","37.3044","-121.913612","9.055169105529785","359.7037658691406","4","13.7521","2012-10-04T03:32:33.000Z","","","",""
"1","69","37.304535","-121.913612","9.128555297851563","359.7663269042969","6","14.6656","2012-10-04T03:32:34.000Z","","","",""
